,Date,nps,Comment
14307,2023-03-24 03:48:52,10,ES RAPIDO
14308,2023-03-24 03:48:45,9,OK
14309,2023-03-24 03:46:20,10,todo bien
14310,2023-03-24 03:24:34,10,por sencillo
14311,2023-03-24 03:22:26,10,Es muy fácil
14312,2023-03-24 03:14:04,9,PRECIO Y DISPONIBILIDAD
14313,2023-03-24 03:02:24,10,rapido
14314,2023-03-24 03:02:04,10,SI
14315,2023-03-24 02:56:38,10,hasta ahorita todo es mas practico al hacer tu propia reservacion
14316,2023-03-24 02:53:46,10,P
14317,2023-03-24 02:53:31,9,Servicio Veloz y eficaz
14318,2023-03-24 02:39:36,10,"Facil y rápido, excelente"
14319,2023-03-24 02:39:17,10,Por ser una excelente opcion
14320,2023-03-24 02:36:20,10,POR PRACTICO
14321,2023-03-24 02:27:09,10,"rapidez, seguimiento"
14322,2023-03-24 02:19:25,10,BUEN SERVICIO
14323,2023-03-24 01:56:54,10,POR RAPIDO
14324,2023-03-24 01:55:54,10,buenas opciones de viajes
14325,2023-03-24 01:55:43,9,Es agil y muy útil
14326,2023-03-24 01:55:21,10,Ha sido muy sencillo de entender.
14327,2023-03-24 01:52:04,10,gracias
14328,2023-03-24 01:50:47,10,FACIL
14329,2023-03-24 01:47:18,10,Muy efeciente
14330,2023-03-24 01:43:46,9,Es sencillo
14331,2023-03-24 01:24:45,10,fue rapido
14332,2023-03-24 01:23:03,10,POR FACILIDAD Y COSTO
14333,2023-03-24 01:04:12,10,Rapidez
14334,2023-03-24 01:02:16,10,.
14335,2023-03-24 00:39:04,10,rapides
14336,2023-03-24 00:23:11,10,rapido
14337,2023-03-24 00:14:09,9,es un bune servicio en linea
14338,2023-03-24 00:05:45,10,por buen manejo
14339,2023-03-24 00:04:13,10,es rápido
14340,2023-03-24 00:01:07,10,Es fácil de utilizar gracias
14341,2023-03-23 23:43:14,10,Servicio.
14342,2023-03-23 23:41:21,10,muy rapido  sencillo
14343,2023-03-23 23:32:34,10,PRECIO
14344,2023-03-23 23:23:22,10,por eficientes
14345,2023-03-23 23:22:37,9,"Es rapido en la pagina, sin embargo no esta funcionado la App del celular"
14346,2023-03-23 23:20:05,10,PRACTIVO
14347,2023-03-23 23:18:24,9,Es rapido y Sencillo
14348,2023-03-23 23:18:23,9,FUE RÁPIDO EL CHECK IN
14349,2023-03-23 23:15:04,9,gracias
14350,2023-03-23 23:11:18,10,Excelente interfase
14351,2023-03-23 23:06:33,10,Rápido
14352,2023-03-23 22:56:37,10,exelente servicio
14353,2023-03-23 22:52:53,9,facilidad
14354,2023-03-23 22:51:54,10,Rapido
14355,2023-03-23 22:47:42,9,FACIL
14356,2023-03-23 22:40:06,10,Fácil y práctivo
14357,2023-03-23 22:34:12,10,Proceso de compra agil y claro
14358,2023-03-23 22:30:56,9,Muy facil de realizar
14359,2023-03-23 22:29:56,9,.
14360,2023-03-23 22:24:34,9,POR FACILIDAD
14361,2023-03-23 22:19:16,10,Es muy rapido
14362,2023-03-23 22:17:22,10,excelente servicio
14363,2023-03-23 22:16:21,10,FACILITA EL PROCESO PARA CUANDO LLEGUE AL AEROPUERTO
14364,2023-03-23 22:09:54,9,facilidad
14365,2023-03-23 22:09:46,10,Todo muy fácil y rápido
14366,2023-03-23 22:07:19,10,POR QUE ES BUENO EL SERVICIO
14367,2023-03-23 22:03:43,9,bien pero poner tutoriales para adultos mayores
14368,2023-03-23 21:56:34,9,Accesible
14369,2023-03-23 21:47:50,10,Facil
14370,2023-03-23 21:40:50,10,Muy Practica
14371,2023-03-23 21:35:44,9,muy facil
14372,2023-03-23 21:29:53,10,GRAN SERVICIO
14373,2023-03-23 21:20:46,9,la plataforma es muy amigable
14374,2023-03-23 21:18:44,10,buenos
14375,2023-03-23 21:16:55,9,rapidez
14376,2023-03-23 21:16:52,10,atencion
14377,2023-03-23 21:08:37,10,X SU PRECIO CALIDAD Y SERVICIO
14378,2023-03-23 21:03:47,10,"POR LA DISPONIBILIDAD Y CLARIDAD EN EL PROCESO, FELICIDADES"
14379,2023-03-23 20:47:18,10,EXCELENTE TODO
14380,2023-03-23 20:45:06,10,"por su efciencia, seriedad y atencion"
14381,2023-03-23 20:34:06,10,POR SU RAPIDES
14382,2023-03-23 20:21:07,10,Muy buena accesibilidad
14383,2023-03-23 20:20:50,9,.
14384,2023-03-23 20:20:06,9,CONFIAILIDAD Y ATENCION
14385,2023-03-23 20:19:56,10,MUY RAPIDO
14386,2023-03-23 20:18:40,10,Fácil acceso y uso
14387,2023-03-23 20:13:53,10,muy amigable la plataforma y muchos beneficios gracias
14388,2023-03-23 20:08:55,10,RAPIDO
14389,2023-03-23 20:01:55,10,excelente
14390,2023-03-23 19:59:05,10,Rapidez
14391,2023-03-23 19:52:57,10,es facil de realizar
14392,2023-03-23 19:51:22,10,Bue servicio
14393,2023-03-23 19:37:07,10,es rapido
14394,2023-03-23 19:36:24,10,barato
14395,2023-03-23 19:28:57,9,buen servicio
14396,2023-03-23 19:25:06,10,bUENA PLATAFORMA INTUITIVA
14397,2023-03-23 19:09:32,10,MUY BUEN SERVICIO
14398,2023-03-23 19:09:09,10,Agiliza el movimiento en el aeropuerto.
14399,2023-03-23 19:03:18,10,facil y muy amigable la pagina
14400,2023-03-23 18:52:37,9,.
14401,2023-03-23 18:52:05,10,POR PRÁCTICO
14402,2023-03-23 18:50:39,9,es sencillo
14403,2023-03-23 18:48:44,10,seguridad
14404,2023-03-23 18:40:32,10,asientos comodos
14405,2023-03-23 18:39:32,10,CLARO
14406,2023-03-23 18:36:22,10,Porque el proceso fue sencillo y las instrucciones claras.
14407,2023-03-23 18:27:32,10,INFORMACION PRECISA Y CONSISA
14408,2023-03-23 18:16:09,10,FACIL
14409,2023-03-23 18:13:21,10,FUE MUY RAPIDO EL SERVICIO
14410,2023-03-23 18:12:44,10,exelente servicio
14411,2023-03-23 18:12:42,10,es más fácil y rápido
14412,2023-03-23 18:06:16,10,POR QUE ES RAPIDO HACER RESERVACIONES
14413,2023-03-23 18:04:04,9,muy practicas y puntuales sus viajes.
14414,2023-03-23 17:54:07,10,facil
14415,2023-03-23 17:47:37,10,Muy ágil
14416,2023-03-23 17:46:04,10,Todo bien
14417,2023-03-23 17:43:05,9,Por  la  rapidez
14418,2023-03-23 17:42:42,10,AMIGABLE
14419,2023-03-23 17:42:04,10,servicio
14420,2023-03-23 17:40:07,10,ES AGIL
14421,2023-03-23 17:39:16,10,facil
14422,2023-03-23 17:37:20,10,POR EL BUEN SERVICIO Y PRECIOS QUE ANEJAN
14423,2023-03-23 17:35:49,10,esta barato y incluye buen equipaje
14424,2023-03-23 17:28:29,9,Muy intuitivo
14425,2023-03-23 17:26:56,9,rapido y facil
14426,2023-03-23 17:25:43,10,BUEN SERVICIO Y MUY EFICAZ
14427,2023-03-23 17:25:14,10,todo bien
14428,2023-03-23 17:21:56,10,ES FACIL
14429,2023-03-23 17:19:31,10,RAPIDO
14430,2023-03-23 17:18:25,10,FACILIDAD
14431,2023-03-23 17:14:20,10,rapidos
14432,2023-03-23 17:11:04,10,ES RAPIDO Y FACIL
14433,2023-03-23 17:10:47,9,Facilita mucho
14434,2023-03-23 17:06:56,10,RAPIDO Y FUNCIONAL
14435,2023-03-23 17:06:18,10,EFECTIVO
14436,2023-03-23 17:05:29,10,POR EFICIENTES Y ECONÓMICOS
14437,2023-03-23 16:52:38,10,muy eficientes
14438,2023-03-23 16:45:07,9,PORQUE TODAVIA NO SE GENERA
14439,2023-03-23 16:44:51,9,BUEN SERRVICIO
14440,2023-03-23 16:41:31,10,Fácil y rapido
14441,2023-03-23 16:41:06,10,Facil
14442,2023-03-23 16:40:50,10,EXCELENTE SERVICIO
14443,2023-03-23 16:39:50,10,ES MUY SENCILLO
14444,2023-03-23 16:39:13,10,por los buenos servicios
14445,2023-03-23 16:34:04,10,rapido
14446,2023-03-23 16:33:24,10,rapido y facil
14447,2023-03-23 16:32:47,9,OK
14448,2023-03-23 16:26:30,10,Muy ágil y práctico!
14449,2023-03-23 16:26:29,10,Buen servicio
14450,2023-03-23 16:23:05,10,Costos y comodidad
14451,2023-03-23 16:19:52,9,si
14452,2023-03-23 16:17:21,10,por facil
14453,2023-03-23 16:16:21,10,es pronto y rapida
14454,2023-03-23 16:12:53,10,"tiene una excelente guía, solo hay que leer."
14455,2023-03-23 16:12:22,10,ES RAPIDO Y EFICIENTE
14456,2023-03-23 16:11:15,9,PRACTICIDAD
14457,2023-03-23 16:08:48,10,SON MUY EFICIENTES
14458,2023-03-23 16:08:16,9,eficiencia y facilidad
14459,2023-03-23 16:02:04,9,FACIL
14460,2023-03-23 15:56:40,10,eficiencia y rapidez
14461,2023-03-23 15:52:04,10,FUE MUY CLARO TODO
14462,2023-03-23 15:51:57,10,TODP BIREM
14463,2023-03-23 15:46:56,10,muy fácil de usar
14464,2023-03-23 15:46:54,10,por excelente servicio que brindan
14465,2023-03-23 15:45:55,10,MUY SENCILLO
14466,2023-03-23 15:43:31,10,excelentes
14467,2023-03-23 15:43:13,9,Muy buen servicio
14468,2023-03-23 15:42:47,9,Claridad en las instrucciones
14469,2023-03-23 15:39:41,10,ES RAPIDO Y FACIL
14470,2023-03-23 15:34:41,10,ES MUY RAPIDA Y CLARA
14471,2023-03-23 15:29:40,10,gracias
14472,2023-03-23 15:15:06,10,Facilidad y ofertas
14473,2023-03-23 15:09:05,10,Una línea de buen precio y buen trato
14474,2023-03-23 15:08:47,10,MUY RAPIDO Y COMODO
14475,2023-03-23 15:04:44,9,SON MUY EFICIENTES
14476,2023-03-23 15:04:40,10,Facil
14477,2023-03-23 15:03:28,10,bueno
14478,2023-03-23 14:52:17,10,TODO MUY BIEN
14479,2023-03-23 14:51:43,10,eficiancia y atencion
14480,2023-03-23 14:46:04,9,RAPIDO
14481,2023-03-23 14:38:35,10,La pagina es muy amigable!
14482,2023-03-23 14:32:46,10,Rapido y seguro
14483,2023-03-23 14:23:33,10,Sencillo
14484,2023-03-23 14:11:44,10,MUY AMIGABLE
14485,2023-03-23 14:02:24,9,BUEN SERVICIO
14486,2023-03-23 13:55:09,9,BUEN SERVICIO
14487,2023-03-23 13:32:41,10,Informacion bien explicada
14488,2023-03-23 13:29:05,10,EFICAZ Y RAPIDO
14489,2023-03-23 13:15:11,10,SI
14490,2023-03-23 12:35:46,10,MUY FACIL
14491,2023-03-23 12:29:05,9,Por claridad en la información
14492,2023-03-23 12:25:07,10,rapidp
14493,2023-03-23 08:48:21,10,na
14494,2023-03-23 08:32:41,10,muy eficiente
14495,2023-03-23 07:12:38,9,Demasiadas opciones commplican el check in
14496,2023-03-23 05:53:56,10,muy buena
14497,2023-03-23 05:45:36,10,proceso en linea facil de navegar
14498,2023-03-23 05:45:29,10,por que es muy practico
14499,2023-03-23 05:29:04,10,es muy ágil
14500,2023-03-23 05:18:51,10,Sencillo e interfaz amigable
14501,2023-03-23 05:10:55,9,bien
14502,2023-03-23 05:01:28,10,por lacalidad
14503,2023-03-23 04:47:28,10,Porque son geniales!!
14504,2023-03-23 04:28:39,10,eficiente
14505,2023-03-23 04:26:30,10,EXCELENTE SERVICIO
14506,2023-03-23 04:22:33,10,fácil y rápido
14507,2023-03-23 04:15:05,10,muy practica
14508,2023-03-23 04:11:04,10,Amo Viva Aerobus
14509,2023-03-23 03:31:40,10,jjjjjj
14510,2023-03-23 03:14:26,9,Atención
14511,2023-03-23 03:12:53,10,porque los vuelos sales mas economicos
14512,2023-03-23 02:58:04,10,buen servicio
14513,2023-03-23 02:48:25,10,"SIN PROBLEMA ,MUY SENCILLO"
14514,2023-03-23 02:48:14,9,facilidad en el check in
14515,2023-03-23 02:45:31,9,Resuelven las dudas por vía telefónica
14516,2023-03-23 02:37:22,10,RAPIDEZ
14517,2023-03-23 02:35:58,9,.
14518,2023-03-23 02:19:19,9,rapdez
14519,2023-03-23 02:16:09,10,Rapido
14520,2023-03-23 02:08:30,9,Facil acceso a la página de internet
14521,2023-03-23 02:07:15,10,La página es fácil de usar.
14522,2023-03-23 02:06:32,9,Ágil y fácil
14523,2023-03-23 02:04:55,10,OK
14524,2023-03-23 02:01:21,10,BUENA ATENCIÓN Y BUEN SERVICIO
14525,2023-03-23 01:49:03,10,rapido
14526,2023-03-23 01:36:29,9,Muy fllexible la página
14527,2023-03-23 01:34:43,9,es la primera vez que hago esto espero y salga bien
14528,2023-03-23 01:32:41,10,EXCELENTE
14529,2023-03-23 01:23:30,10,Por ser una empresa responsable y comprometida con sus clientes
14530,2023-03-23 01:08:04,10,todo bien
14531,2023-03-23 01:02:21,9,por  precio y atencion
14532,2023-03-23 00:59:27,10,es accesible
14533,2023-03-23 00:40:43,10,muy eficiente
14534,2023-03-23 00:30:45,9,ES RÁPIDO
14535,2023-03-23 00:23:04,10,BUEN SERVICIO
14536,2023-03-23 00:19:34,10,si
14537,2023-03-23 00:18:31,9,Vuelos directos y buen precio
14538,2023-03-22 23:51:36,10,excelente
14539,2023-03-22 23:51:21,10,FACIL
14540,2023-03-22 23:49:37,10,UTIL Y SENCILLA
14541,2023-03-22 23:46:31,9,SI
14542,2023-03-22 23:41:04,10,Es fácil
14543,2023-03-22 23:39:04,9,Por buenos
14544,2023-03-22 23:34:49,9,agregar costo a los asientos me parece innecesario
14545,2023-03-22 23:16:35,10,facil aplicacion
14546,2023-03-22 23:03:05,10,entendible
14547,2023-03-22 22:53:04,10,por que es mas agil y ahorramos tiempo
14548,2023-03-22 22:52:04,10,BUENA
14549,2023-03-22 22:35:47,10,MUY AMIGABLE Y RAPIDO
14550,2023-03-22 22:27:45,9,.
14551,2023-03-22 22:24:27,10,buen servicio
14552,2023-03-22 22:21:34,10,Buenos precios y muy ágil su proceso
14553,2023-03-22 22:20:11,9,POR LOS TIEMPOS Y EL PRECIO
14554,2023-03-22 22:09:26,9,No me permitió hacer cambio de asiento.
14555,2023-03-22 22:07:29,10,ES MUY AMIGABLE EL SISTEMA
14556,2023-03-22 21:57:29,10,"RAPIDEZ, SENCILLEZ"
14557,2023-03-22 21:35:37,10,por econimico y limpio
14558,2023-03-22 21:30:11,10,El servicio es bueno.
14559,2023-03-22 21:30:10,10,Una página muy fácil de usar
14560,2023-03-22 21:17:06,10,"Buen servicio, solamente mejoren el login"
14561,2023-03-22 21:15:21,10,BUENA
14562,2023-03-22 21:14:14,10,POR SU EFICACIA.
14563,2023-03-22 21:10:34,10,"precio, agilidad y servicio"
14564,2023-03-22 20:57:39,9,es rápida
14565,2023-03-22 20:50:23,10,SI
14566,2023-03-22 20:26:28,10,BUEN SERVICIO
14567,2023-03-22 20:16:48,10,el servicio
14568,2023-03-22 20:16:05,9,oky ok
14569,2023-03-22 20:10:07,9,SI
14570,2023-03-22 20:09:06,10,Es sencillo
14571,2023-03-22 20:05:31,9,facil de usar
14572,2023-03-22 20:05:28,9,es rapida
14573,2023-03-22 20:02:42,10,rapido
14574,2023-03-22 19:53:11,10,FACIL Y RAPIDO
14575,2023-03-22 19:42:31,10,AGIL
14576,2023-03-22 19:42:28,10,excelente servicio
14577,2023-03-22 19:36:13,9,rapidez
14578,2023-03-22 19:33:21,9,MUY BIEN
14579,2023-03-22 19:21:43,10,es muy amigable la pagina
14580,2023-03-22 19:15:38,10,Facilidad
14581,2023-03-22 19:09:15,10,Facilita el tiempo de espera y abordar
14582,2023-03-22 19:09:04,10,Facil y rapido
14583,2023-03-22 19:08:04,10,Por ser muy practico
14584,2023-03-22 19:06:04,10,EXCELENTE
14585,2023-03-22 19:00:19,10,Todo facil.
14586,2023-03-22 18:57:22,10,BUEN SERVICIO
14587,2023-03-22 18:56:04,10,Facil
14588,2023-03-22 18:50:09,10,todo muy facil
14589,2023-03-22 18:40:39,9,Son eficientes
14590,2023-03-22 18:34:22,10,facil
14591,2023-03-22 18:33:05,10,TODO MUY BIEN
14592,2023-03-22 18:28:29,9,PUNTUALES
14593,2023-03-22 18:23:31,10,Por que ya he viajado anteriormente y conozco el servicio
14594,2023-03-22 18:21:12,10,ES FACIL
14595,2023-03-22 18:21:08,10,porque tienen  buenos precios
14596,2023-03-22 18:18:35,10,muy facil
14597,2023-03-22 18:16:47,9,k
14598,2023-03-22 18:10:27,9,Ninguno
14599,2023-03-22 18:08:52,10,ES AGIL Y AMIGABLE
14600,2023-03-22 18:03:05,9,PRACTICO
14601,2023-03-22 17:59:34,10,Por la facilidad y velocidad.
14602,2023-03-22 17:55:45,10,"excelente servicio, mas rapidez al abordar."
14603,2023-03-22 17:55:38,10,facil y rapido muchas gracias
14604,2023-03-22 17:54:26,9,Es mas rapido
14605,2023-03-22 17:46:49,10,facilidad
14606,2023-03-22 17:40:48,10,RAPIDEZ
14607,2023-03-22 17:26:37,10,BUEN SERVICIO
14608,2023-03-22 17:25:39,10,es muy confiable la pagina
14609,2023-03-22 17:21:51,10,Para no hacer filas.
14610,2023-03-22 17:20:43,10,ok.
14611,2023-03-22 17:17:04,10,EL SERVICIO ES BUENO Y ECONOMICO AL ALCANCE DE TODAS LAS FAMILIAS MEXICANAS PRINCIPALMENTE
14612,2023-03-22 17:12:39,10,Fue rapido y sencillo
14613,2023-03-22 17:12:05,10,"hasta el momento, es rapido"
14614,2023-03-22 17:09:52,10,Muy sencillo y rápido
14615,2023-03-22 17:07:07,10,super rapido
14616,2023-03-22 17:02:22,10,EFICIENCIA
14617,2023-03-22 16:58:37,10,ok
14618,2023-03-22 16:58:04,10,Es sencillo
14619,2023-03-22 16:56:26,10,muy agil
14620,2023-03-22 16:56:09,10,Eficiente
14621,2023-03-22 16:49:57,9,facilidad de uso
14622,2023-03-22 16:48:04,10,excelente
14623,2023-03-22 16:46:35,10,fue rapido
14624,2023-03-22 16:46:06,10,buenos precios
14625,2023-03-22 16:42:42,10,Buen servicio a buen precio
14626,2023-03-22 16:42:39,9,SI
14627,2023-03-22 16:36:26,10,Es super sencillo y rápido
14628,2023-03-22 16:35:36,10,No tienes que hacer filas para documentar si es que llevas equipaje de mano.
14629,2023-03-22 16:32:12,10,rapido
14630,2023-03-22 16:18:33,10,excelente
14631,2023-03-22 16:18:11,10,Buena comunicación
14632,2023-03-22 16:17:05,10,RAPIDEZ
14633,2023-03-22 16:16:34,10,POR LA FACILIDAD DE LA COMPRA Y PARA EL CHECK INN
14634,2023-03-22 16:12:24,10,hasta ahorita toto el proceso ha sido muy ágil
14635,2023-03-22 16:11:05,9,EFICIENTE
14636,2023-03-22 16:08:52,10,buen servicio
14637,2023-03-22 16:08:44,9,PARA MAYOR SEGURIDAD
14638,2023-03-22 16:08:15,10,muy ágil
14639,2023-03-22 16:07:42,10,MUY ACCESIBLE
14640,2023-03-22 15:49:53,10,SE AJUSTAA MI PRESUPESTO
14641,2023-03-22 15:49:51,10,facil y rapido
14642,2023-03-22 15:47:05,10,Es fácil y rápido
14643,2023-03-22 15:40:06,10,SOLUCIONAN REQUERIMIENTO
14644,2023-03-22 15:38:16,10,Muy facil y rapido
14645,2023-03-22 15:38:05,10,economico
14646,2023-03-22 15:25:32,10,es más ágil a la hora de llegar al aeropuerto
14647,2023-03-22 15:22:35,10,por los precios y rapidez
14648,2023-03-22 15:15:06,9,ES MAS RAPIDO
14649,2023-03-22 15:06:11,9,es amigable la plataforma
14650,2023-03-22 14:59:18,10,DE FACIL ENTENDIMIENTO
14651,2023-03-22 14:59:04,10,RAPIDO
14652,2023-03-22 14:43:20,10,TODO CLARO
14653,2023-03-22 14:37:05,10,Por sencillo y rápido
14654,2023-03-22 14:28:48,10,fácil y rápido
14655,2023-03-22 14:26:29,10,"facil, rapido y sencillo"
14656,2023-03-22 14:16:05,10,Por la eficiencia
14657,2023-03-22 13:52:13,9,"Todo bien, gracias"
14658,2023-03-22 13:11:56,10,Es amigable
14659,2023-03-22 12:33:21,10,rapidez
14660,2023-03-22 12:31:28,10,ES BUENO EL SERVICIO
14661,2023-03-22 11:31:55,10,Simple
14662,2023-03-22 08:27:20,10,"Es facil, y rapido de usar"
14663,2023-03-22 07:57:14,10,Ninguno
14664,2023-03-22 07:15:40,10,"Muy fácil de adquirir tu viaje y económico, gracias"
14665,2023-03-22 07:12:34,9,fue facil. ahora quiero ver el final antes de la encuesta para seber como aparece mi boleto para el cel...
14666,2023-03-22 07:09:47,9,COSTO BENEFICIO
14667,2023-03-22 07:08:40,10,PROCESO MUY CLARO Y SENCILLO
14668,2023-03-22 05:38:46,10,Es muy facil de leer.
14669,2023-03-22 05:37:55,10,"Me fue de mucha utilidad en mi ultimo abordaje, me atendieron con toda prontitud y me consideraron a pesar de mi retraso, muy agradecido y seguiré buscando volar con ustedes."
14670,2023-03-22 05:31:04,10,mb
14671,2023-03-22 05:29:04,10,.
14672,2023-03-22 05:27:55,10,Es rápido y eficiente.
14673,2023-03-22 05:25:53,10,porque es   muy eficiente  solo con  el  inconveniente  de  no  poder obtener pase de abordaje de menores  de edad
14674,2023-03-22 05:07:57,10,Muy sencillo y rápido
14675,2023-03-22 05:02:35,10,MUY ACCESIBLE
14676,2023-03-22 04:43:45,9,buen servicio
14677,2023-03-22 04:22:14,9,ha sido rápido
14678,2023-03-22 04:02:49,9,lo amigable que es el servicio
14679,2023-03-22 03:50:05,10,es muy rápido y sencillo
14680,2023-03-22 03:48:37,10,excelente servicio
14681,2023-03-22 03:28:43,10,Fácil y rápido
14682,2023-03-22 03:23:37,10,Excelente servicio
14683,2023-03-22 03:15:07,10,Es muy facil y practico
14684,2023-03-22 03:11:13,9,.
14685,2023-03-22 03:07:56,10,123
14686,2023-03-22 02:54:11,9,ok
14687,2023-03-22 02:49:17,10,por buen servicio
14688,2023-03-22 02:40:49,9,FACIL Y SENCILLO
14689,2023-03-22 02:38:04,10,ME GUSTA VIAJAR POR VIVA
14690,2023-03-22 02:30:08,10,ES BUENO
14691,2023-03-22 02:27:11,10,servicio rapido
14692,2023-03-22 02:21:35,10,Es muy sencillo de hacer.
14693,2023-03-22 02:20:38,10,BUENA ATENCION
14694,2023-03-22 02:18:31,10,"tarifas accesibles, portal facil de utilizar"
14695,2023-03-22 02:16:50,10,Rapidez de la página. Seguridad al comprar. Amplia oferta de vuelos. Precios muy buenos
14696,2023-03-22 02:09:04,10,exelente servicio
14697,2023-03-22 02:07:38,9,EFICIENTES
14698,2023-03-22 02:00:54,10,FACIL DE ACCESAR
14699,2023-03-22 01:57:04,10,Servicio
14700,2023-03-22 01:50:36,10,Muy fácil y rápido.
14701,2023-03-22 01:49:54,10,POR EL SERVICIO Y LA ATENCION DE LOS EMPLEADOS
14702,2023-03-22 01:48:50,10,es muy práctico
14703,2023-03-22 01:46:43,9,PORQUE SI
14704,2023-03-22 01:35:05,9,ok
14705,2023-03-22 01:30:35,10,la facilidad
14706,2023-03-22 01:26:38,10,precios accesibles
14707,2023-03-22 01:23:30,10,BUEN SERVICIO
14708,2023-03-22 01:22:50,10,BUENO
14709,2023-03-22 01:22:15,10,Facilidad de entendimiento
14710,2023-03-22 01:16:15,10,bueno
14711,2023-03-22 01:14:09,10,muy atentos
14712,2023-03-22 01:12:55,10,ES MUY FÁCIL Y RÁPIDO
14713,2023-03-22 01:12:46,9,NO TUVE NINGUN INCONVENIENTE
14714,2023-03-22 01:11:48,9,Rapido y facil
14715,2023-03-22 01:11:04,9,precio
14716,2023-03-22 01:04:35,10,","
14717,2023-03-22 01:03:31,10,porque se viaja muy a gusto en su aerolinea
14718,2023-03-22 01:02:21,10,Agilidad.
14719,2023-03-22 00:49:57,10,muy facil de hacer
14720,2023-03-22 00:49:12,10,BUENOS PRECIOS
14721,2023-03-22 00:43:23,9,BUEN SERVICIO
14722,2023-03-22 00:41:08,10,MUY BIEN
14723,2023-03-22 00:32:36,10,EXC
14724,2023-03-22 00:22:04,10,muy fácil
14725,2023-03-22 00:20:42,10,"Excelente proceso, excelentes costos y excelente servicio."
14726,2023-03-22 00:20:05,10,me gusta
14727,2023-03-22 00:16:15,10,LA RUTA DIRECTA A MERIDA Y EL TIEMPO
14728,2023-03-22 00:15:49,10,Rapidez al abordar
14729,2023-03-22 00:00:09,10,es muy rápido realizar el proceso
14730,2023-03-21 23:56:35,9,POR SU BUEN TRABAJO A MI ME ENCANTA VIAJAR CON UDS.
14731,2023-03-21 23:55:23,9,Rapidez
14732,2023-03-21 23:48:12,10,EXCELENTE SERVICIO
14733,2023-03-21 23:44:04,9,Fácil de llenar
14734,2023-03-21 23:42:24,10,excelente servicio
14735,2023-03-21 23:37:04,10,Practicidad
14736,2023-03-21 23:35:04,10,excelente servicio
14737,2023-03-21 23:32:05,10,excelente atención
14738,2023-03-21 23:29:57,10,"La respuesta a mis dudas, fue rápida y clara"
14739,2023-03-21 23:25:34,9,facil
14740,2023-03-21 23:14:52,9,porque es sencillo
14741,2023-03-21 23:05:21,10,RECOMENDADO
14742,2023-03-21 23:04:38,10,rapido
14743,2023-03-21 22:58:34,10,PRACTICO
14744,2023-03-21 22:58:26,10,buen servicio
14745,2023-03-21 22:55:06,10,ccc
14746,2023-03-21 22:35:20,10,Por la atención
14747,2023-03-21 22:31:54,9,precios accesibles
14748,2023-03-21 22:31:44,9,T
14749,2023-03-21 22:21:48,9,sin comentarios
14750,2023-03-21 22:06:55,10,EXCELENTE
14751,2023-03-21 21:58:42,9,SIN COMENTARIOS
14752,2023-03-21 21:54:18,9,.
14753,2023-03-21 21:40:30,9,es muy facil su uso
14754,2023-03-21 21:38:05,10,muy entendible
14755,2023-03-21 21:32:41,9,Muy rapido
14756,2023-03-21 21:22:54,10,Es super facil hacer el check in por internet y dan varios dias de antecipo para hacerlo
14757,2023-03-21 21:18:35,9,por la eficiencia y rapidez
14758,2023-03-21 21:14:27,10,BUEN SERVICIO
14759,2023-03-21 21:07:34,10,Muy Facil de navegar
14760,2023-03-21 21:07:24,10,excelente servicio muy amigable
14761,2023-03-21 21:05:50,9,ESTUVO FACIL
14762,2023-03-21 21:00:09,10,ES FACIL
14763,2023-03-21 20:58:05,9,Buen servicio
14764,2023-03-21 20:49:26,9,es fácil
14765,2023-03-21 20:32:17,10,TODO MUY RAPIDO
14766,2023-03-21 20:28:33,10,FÁCIL
14767,2023-03-21 20:28:29,10,Es muy amigable y fácil de usar
14768,2023-03-21 20:24:31,10,todo bien
14769,2023-03-21 20:17:37,10,que no cobren los asientos
14770,2023-03-21 20:17:29,10,por servicio y accesibiliad
14771,2023-03-21 20:15:50,10,ESTA MUY  PRACTICO
14772,2023-03-21 20:14:55,10,PORTODO
14773,2023-03-21 20:13:04,9,me parece bien
14774,2023-03-21 20:07:04,10,ES RAPIDO
14775,2023-03-21 19:56:04,10,COMODO
14776,2023-03-21 19:54:44,9,MUY RAPIDO Y NO HAY MERMA
14777,2023-03-21 19:51:22,9,Es muy practico
14778,2023-03-21 19:47:07,10,BUEN SERVICIO
14779,2023-03-21 19:46:10,10,BUENO
14780,2023-03-21 19:41:13,10,Proceso intuitivo
14781,2023-03-21 19:37:07,10,MUY BUENO
14782,2023-03-21 19:36:43,10,es muy sencillo
14783,2023-03-21 19:35:36,10,MUY BUEN SERVICIO
14784,2023-03-21 19:33:52,9,practicidad
14785,2023-03-21 19:31:48,10,CONFIABLE
14786,2023-03-21 19:24:38,10,Excelente servicio
14787,2023-03-21 19:21:16,10,es facil y rapido
14788,2023-03-21 19:14:22,10,muy rapido la respuesa
14789,2023-03-21 19:10:21,10,rapidez
14790,2023-03-21 19:08:25,10,POR QUE  ES MUY BUEN SERVICIO
14791,2023-03-21 19:07:11,10,es fácil el proceso
14792,2023-03-21 18:58:33,10,Es amigable
14793,2023-03-21 18:57:49,10,Buen servicio
14794,2023-03-21 18:55:36,9,POR ECONOMICOS
14795,2023-03-21 18:48:12,10,Nunca he tenido ningún problema para volar co ustedes
14796,2023-03-21 18:46:51,9,es rapido
14797,2023-03-21 18:46:33,9,MUY EFICIENTE
